"Data ID","Data SKU","Data Name","Data Published","Data Modified","Category","Attribute: Publisher","Attribute: Pubdate"
"6870","GSSURGO_READY2MAP_SE","gSSURGO Ready2map SE FY 2013","16/10/2014","16/10/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center","November 20, 2012"
"6869","GSSURGO_READY2MAP_NW","gSSURGO Ready2map NW FY 2013","16/10/2014","16/10/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center","November 20, 2012"
"6868","GSSURGO_READY2MAP_NE","gSSURGO Ready2map NE FY2013","16/10/2014","16/10/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center","November 20, 2012"
"6863","GSSURGO_MUAGGATT","gSSURGO Muaggat FY 2013","16/10/2014","16/10/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center","November 20, 2012"
"6862","GSSURGO_MAPUNIT","gSSURGO MapUnit FY 2013","16/11/2014","19/11/2014","Data>Farming","U.S. Department of Agriculture, Natural Resources Conservation Service, National Soil Survey Center","November 20, 2012"
"6861","VOTING_DST_CENSUS","Voting District- 2010 Census","16/10/2014","16/10/2014","Data>Boundaries","U.S. Department of Commerce, U.S. Census Bureau, Geography Division, Geographic Products Management Branch","2010"
"6859","ST_WILDLIFE_MNGMNT_AGFC","Wildlife Management Area Boundary (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Game and Fish Commission","ng, On-G"
"6857","SENATE_DISTRICT_SOS","Senate Districts &#8211; Secretary of State","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Secretary of State","July 29, 2011"
"6856","SCHOOL_BOARD_ZONES","School Board Zones &#8211; Secretary of State","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Secretary of State","November 26, 2012"
"6855","QUARTER_QUADS_CAST","Quarter Quadrangle Boundary (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (479) 575-6159 info@cast.uark.edu","January 01, 1999"
"6854","QUADRANGLES_CAST","Quadrangle Boundary (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Center for Advanced Spatial Technologies 12 Ozark Hall University of Arkansas Fayetteville, AR 72701 (501) 575-6159 info@cast.uark.edu","January 01, 1999"
"6853","PUB_SCHOOL_DISTRICTS_SOS","Public School District Boundary (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Geographic Information Office","June 18, 2014"
"6852","PSAP_BOUNDARIES_TGS","911 Public Safety Answering Point (PSAP) Area Boundary (polygon)","16/10/2014","16/10/2014","Data>Boundaries","","April 14, 2008"
"6851","PLANNING_DEVELOPMENT_DST","Planning Development District (polygon)","16/10/2014","16/10/2014","Data>Boundaries","","January 01, 2004"
"6850","OZARKNFS_WILDERNESS_AREA_NFS","Ozark National Forrest Wilderness Area (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Ozark-St. Francis National Forest","September 04, 2003"
"6849","OZARKNFS_MANAGEMENT_AREA_NFS","Ozark National Forrest Service Management Area (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Ozark-St. Francis National Forest","September 01, 2005"
"6848","OZARKNFS_BOUNDARY_NFS","Ozark National Forrest Boundary (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Ozark-St. Francis National Forest","May 27, 2014"
"6847","OZARKNF_STANDS","Ozark National Forest Service Stands (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Ozark-St. Francis National Forest","May 27, 2014"
"6846","OZARKNF_COMPARTMENT","Ozark National Forest Service Compartments (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Ozark-St. Francis National Forest","May 27, 2014"
"6845","NATURAL_RESRCE_INVNTRY_NRCS","1994 Natural Resource Inventory (polygon)","16/10/2014","16/10/2014","Data>Boundaries","U.S. Department of Agriculture, Natural Resources Conservation Service","December 31, 1994"
"6843","JUSTICE_PEACE_DISTRICT","Justice of the Peace Districts","16/10/2014","16/10/2014","Data>Boundaries","AR Secretary of State","July 20, 2012"
"6842","INSTALLATION_AREAS_ANG","Military Installation Area (polygon)","16/10/2014","16/10/2014","Data>Boundaries","","June 01, 2005"
"6840","HOUSE_DISTRICTS_SOS","House Districts &#8211; Secretary of State","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Secretary of State","July 29, 2011"
"6838","FIRE_DISTRICTS_UALR","Fire District (polygon)","16/10/2014","16/10/2014","Data>Boundaries","UALR GIS Applications Laboratory","July 01, 2013"
"6837","EMERG_MANAGE_DST_ADEM","Emergency Management Region (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Department of Emergency Management","August 01, 2006"
"6836","ELECTION_PRECINCTS_SOS","Election Precincts","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Secretary of State","April 08, 2014"
"6835","EDUCATION_COOPS_BOUNDARY","Arkansas Education Cooperatives Boundaries","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Geographic Information Office","July 23, 2014"
"6834","DISPOSAL_WELLS_MORATORIUM_AOGC","Disposal Well Moratorium Area","16/10/2014","16/10/2014","Data>Boundaries","","March 06, 2014"
"6833","COUNTIES_AHTD","County Boundary (polygon)","16/10/2014","16/10/2014","Data>Boundaries","","December 13, 2013"
"6832","CONGRESSIONAL_DISTRICTS","2011 Arkansas Congressional Districts","16/10/2014","28/10/2014","Data>Boundaries","Arkansas Geographic Information Office","April 19, 2011"
"6831","CIVIL_DIVISIONS_TIGER","Civil Division 2000 (polygon)","16/10/2014","16/10/2014","Data>Boundaries","","January 01, 2001"
"6830","CITY_LIMITS_AHTD","City Limit (polygon)","16/10/2014","16/10/2014","Data>Boundaries","Arkansas State Highway and Transportation Department","June 05, 2014"
"6829","CIRCUIT_COURT","Circuit Court Districts","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Secretary of State","October 09, 2010"
"6828","APPEALS_COURT","Arkansas Appeals Court Boundaries","16/10/2014","16/10/2014","Data>Boundaries","",","
"6827","AHPP_HISTORIC_DISTRICTS_POLYGON","AHPP Historic District Polygon","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Historic Preservation Program","July 23, 2014"
"6826","AHPP_HISTORIC_DISTRICTS_POLYLINE","AHPP Historic Districts Polyline","16/10/2014","16/10/2014","Data>Boundaries","Arkansas Historic Preservation Program","July 23, 2014"
